projectName,unitName,epShort,samplingStartDate,plot,transectNo,speciesCode,scientificName,logDiameter,decayClassID
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,1,UNKN,Unknown species,4.3,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,1,UNKN,Unknown species,8.6,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,1,UNKN,Unknown species,8.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,2,ABGR,Abies grandis,6.1,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,2,PSME,Pseudotsuga menziesii,6.8,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,2,PSME,Pseudotsuga menziesii,4,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,2,UNKN,Unknown species,9.7,4
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,2,UNKN,Unknown species,11.5,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,3,PSME,Pseudotsuga menziesii,3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,3,PSME,Pseudotsuga menziesii,6.5,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,3,PSME,Pseudotsuga menziesii,8.2,5
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,3,PSME,Pseudotsuga menziesii,3.3,3
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,20,3,PSME,Pseudotsuga menziesii,11.6,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,1,3,PSME,Pseudotsuga menziesii,4.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,1,3,UNKN,Unknown species,5.2,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,2,1,UNKN,Unknown species,12,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,2,1,UNKN,Unknown species,13.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,2,3,ABGR,Abies grandis,9.6,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,2,3,UNKN,Unknown species,3.5,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,1,ABGR,Abies grandis,8.4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,2,PSME,Pseudotsuga menziesii,14.6,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,2,UNKN,Unknown species,5.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,2,UNKN,Unknown species,14.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,2,UNKN,Unknown species,12,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,2,UNKN,Unknown species,28.5,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,3,ABGR,Abies grandis,14.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,3,PSME,Pseudotsuga menziesii,9.8,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,3,UNKN,Unknown species,9.5,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,4,1,ABGR,Abies grandis,10.7,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,4,1,ABGR,Abies grandis,9,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,4,3,ABGR,Abies grandis,6.4,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,4,3,UNKN,Unknown species,5.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,1,ABGR,Abies grandis,12.5,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,1,UNKN,Unknown species,15,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,1,UNKN,Unknown species,10.3,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,1,UNKN,Unknown species,6.8,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,1,UNKN,Unknown species,8.5,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,1,UNKN,Unknown species,4.2,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,1,UNKN,Unknown species,5,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,2,UNKN,Unknown species,22,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,2,UNKN,Unknown species,4.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,3,UNKN,Unknown species,7.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,1,ABGR,Abies grandis,3.1,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,1,ABGR,Abies grandis,5.4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,1,LAOC,Larix occidentalis,3.2,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,1,UNKN,Unknown species,8.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,1,UNKN,Unknown species,4.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,2,ABGR,Abies grandis,5.6,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,2,ABGR,Abies grandis,7.7,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,2,ABGR,Abies grandis,10.9,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,2,ABGR,Abies grandis,3.7,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,2,UNKN,Unknown species,16.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,2,UNKN,Unknown species,5.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,2,UNKN,Unknown species,6.6,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,3,ABGR,Abies grandis,11.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,3,ABGR,Abies grandis,16.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,3,LAOC,Larix occidentalis,4.1,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,3,LAOC,Larix occidentalis,3.8,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,3,UNKN,Unknown species,3.5,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,1,ABGR,Abies grandis,6.4,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,1,ABGR,Abies grandis,8.2,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,1,ABGR,Abies grandis,10.8,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,1,ABGR,Abies grandis,10,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,1,ABGR,Abies grandis,3.2,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,1,ABGR,Abies grandis,13.6,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,1,ABGR,Abies grandis,13,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,1,UNKN,Unknown species,10,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,2,ABGR,Abies grandis,13.6,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,2,ABGR,Abies grandis,8.3,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,2,ABGR,Abies grandis,3.6,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,2,UNKN,Unknown species,3.1,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,2,UNKN,Unknown species,20.5,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,2,UNKN,Unknown species,3,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,2,UNKN,Unknown species,14.1,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,2,UNKN,Unknown species,3.7,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,3,ABGR,Abies grandis,15,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,3,ABGR,Abies grandis,10.9,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,3,ABGR,Abies grandis,6.2,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,3,ABGR,Abies grandis,10.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,3,PSME,Pseudotsuga menziesii,8.2,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,3,UNKN,Unknown species,5.4,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,3,UNKN,Unknown species,3.4,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,3,UNKN,Unknown species,9.8,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,1,ABGR,Abies grandis,4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,1,PSME,Pseudotsuga menziesii,5.9,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,1,UNKN,Unknown species,11.6,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,1,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,1,UNKN,Unknown species,3.6,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,1,UNKN,Unknown species,5.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,1,UNKN,Unknown species,7.7,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,2,ABGR,Abies grandis,5.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,2,ABGR,Abies grandis,6.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,3,PIPO,Pinus ponderosa,14.4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,3,UNKN,Unknown species,13.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,3,UNKN,Unknown species,3.8,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,1,ABGR,Abies grandis,7.2,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,1,ABGR,Abies grandis,11.6,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,1,UNKN,Unknown species,8.4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,1,UNKN,Unknown species,4.7,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,1,UNKN,Unknown species,6.7,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,1,UNKN,Unknown species,3.7,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,ABGR,Abies grandis,7.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,ABGR,Abies grandis,5.7,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,ABGR,Abies grandis,6.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,ABGR,Abies grandis,7.8,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,UNKN,Unknown species,3.7,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,UNKN,Unknown species,8,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,UNKN,Unknown species,3.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,UNKN,Unknown species,4.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,UNKN,Unknown species,8.3,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,1,UNKN,Unknown species,8.5,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,2,PIPO,Pinus ponderosa,12.9,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,2,UNKN,Unknown species,4.5,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,10,3,UNKN,Unknown species,5.6,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,3,UNKN,Unknown species,4.6,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,3,UNKN,Unknown species,4.8,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,3,UNKN,Unknown species,4.7,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,1,ABGR,Abies grandis,11.8,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,2,ABGR,Abies grandis,13.9,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,2,PIPO,Pinus ponderosa,11.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,2,UNKN,Unknown species,13.2,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,2,UNKN,Unknown species,5.6,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,3,UNKN,Unknown species,16.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,3,UNKN,Unknown species,11.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,3,UNKN,Unknown species,9.7,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,3,UNKN,Unknown species,3,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,3,UNKN,Unknown species,3.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,1,ABGR,Abies grandis,3.4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,1,PSME,Pseudotsuga menziesii,10.6,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,1,UNKN,Unknown species,6.45,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,1,UNKN,Unknown species,5.7,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,ABGR,Abies grandis,4.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,ABGR,Abies grandis,3.3,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,ABGR,Abies grandis,4.1,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,ABGR,Abies grandis,4.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,PSME,Pseudotsuga menziesii,3.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,PSME,Pseudotsuga menziesii,9.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,UNKN,Unknown species,3.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,UNKN,Unknown species,17.7,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,2,UNKN,Unknown species,3.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,14,1,PIPO,Pinus ponderosa,5.1,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,14,1,PSME,Pseudotsuga menziesii,21.25,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,14,1,PSME,Pseudotsuga menziesii,12.2,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,14,2,ABGR,Abies grandis,9.1,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,14,3,UNKN,Unknown species,4.6,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,14,3,UNKN,Unknown species,15.4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,15,1,PIPO,Pinus ponderosa,4.6,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,15,1,UNKN,Unknown species,5.1,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,15,1,UNKN,Unknown species,3.9,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,15,1,UNKN,Unknown species,6,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,15,3,ABGR,Abies grandis,9.8,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,15,3,ABGR,Abies grandis,4.9,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,1,UNKN,Unknown species,8,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,1,UNKN,Unknown species,19,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,PSME,Pseudotsuga menziesii,3.9,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,PSME,Pseudotsuga menziesii,10.7,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,PSME,Pseudotsuga menziesii,15.3,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,PSME,Pseudotsuga menziesii,14.1,1
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,PSME,Pseudotsuga menziesii,10.6,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,PSME,Pseudotsuga menziesii,14.8,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,UNKN,Unknown species,6.1,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,UNKN,Unknown species,10.1,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,2,UNKN,Unknown species,8.1,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,3,PSME,Pseudotsuga menziesii,11.8,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,3,PSME,Pseudotsuga menziesii,5.6,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,16,3,UNKN,Unknown species,10.6,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,17,2,PSME,Pseudotsuga menziesii,11.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,17,2,UNKN,Unknown species,7.7,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,17,3,PSME,Pseudotsuga menziesii,3.4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,18,1,UNKN,Unknown species,5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,18,1,UNKN,Unknown species,9.5,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,18,2,UNKN,Unknown species,7.4,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,1,PIPO,Pinus ponderosa,12.2,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,1,UNKN,Unknown species,20.5,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,2,UNKN,Unknown species,23.5,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,2,UNKN,Unknown species,9.35,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,2,UNKN,Unknown species,4.8,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,2,UNKN,Unknown species,8.8,5
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,3,ABGR,Abies grandis,4.3,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,3,PIPO,Pinus ponderosa,5.9,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,3,PIPO,Pinus ponderosa,9.6,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,3,PSME,Pseudotsuga menziesii,4.2,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,19,3,PSME,Pseudotsuga menziesii,14.9,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,20,1,UNKN,Unknown species,5.3,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,20,3,ABGR,Abies grandis,12,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,20,3,PSME,Pseudotsuga menziesii,12.1,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,20,3,PSME,Pseudotsuga menziesii,17.9,2
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,20,3,UNKN,Unknown species,9.7,4
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,20,3,UNKN,Unknown species,9.4,3
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,20,3,UNKN,Unknown species,11.9,3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,2,1,UNKN,Unknown species,5.7,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,2,1,UNKN,Unknown species,11.6,2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,2,2,UNKN,Unknown species,13.2,5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,3,2,UNKN,Unknown species,6.3,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,4,3,PIPO,Pinus ponderosa,6.8,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,5,1,PIPO,Pinus ponderosa,6.6,2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,5,2,UNKN,Unknown species,5.3,3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,6,3,UNKN,Unknown species,4.3,2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,7,1,UNKN,Unknown species,4,3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,7,2,UNKN,Unknown species,7.7,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,8,1,UNKN,Unknown species,6.4,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,8,2,UNKN,Unknown species,4.9,5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,8,3,UNKN,Unknown species,6.5,3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,10,1,UNKN,Unknown species,4.8,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,11,2,UNKN,Unknown species,10.5,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,12,1,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,12,3,UNKN,Unknown species,8.1,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,13,1,UNKN,Unknown species,3.3,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,14,3,PIPO,Pinus ponderosa,4.6,3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,14,3,PIPO,Pinus ponderosa,4.6,3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,14,3,UNKN,Unknown species,10.5,3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,15,2,UNKN,Unknown species,4.7,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,19,1,UNKN,Unknown species,16.8,4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,20,3,PICOL,Pinus contorta var. latifolia,6.8,3
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,5,1,PIPO,Pinus ponderosa,5.2,2
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,5,2,UNKN,Unknown species,4.5,3
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,6,3,UNKN,Unknown species,2.8,2
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,7,1,UNKN,Unknown species,4,3
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,7,2,UNKN,Unknown species,5.4,4
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,8,2,UNKN,Unknown species,2.7,5
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,11,2,UNKN,Unknown species,5.6,4
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,12,1,UNKN,Unknown species,3.5,3
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,14,3,PIPO,Pinus ponderosa,3.8,3
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,14,3,UNKN,Unknown species,6,3
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,17,3,UNKN,Unknown species,6.4,4
Washington DNR Pilot Project,Orion 2,POST,12-Oct-16,19,1,UNKN,Unknown species,16.8,4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,1,PIPO,Pinus ponderosa,3.5,4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,1,PIPO,Pinus ponderosa,3.7,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,1,PSME,Pseudotsuga menziesii,4.7,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,2,PICOL,Pinus contorta var. latifolia,5.6,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,2,PIPO,Pinus ponderosa,7,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,2,PIPO,Pinus ponderosa,3.3,3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,2,PIPO,Pinus ponderosa,4,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,2,PIPO,Pinus ponderosa,3.7,3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,2,PSME,Pseudotsuga menziesii,4,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,3,PIPO,Pinus ponderosa,4.3,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,3,PIPO,Pinus ponderosa,7.2,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,3,PIPO,Pinus ponderosa,5.8,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,3,PIPO,Pinus ponderosa,4.5,3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,3,PIPO,Pinus ponderosa,4,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,3,PIPO,Pinus ponderosa,4,3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,1,3,UNKN,Unknown species,9.1,5
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,2,1,PIPO,Pinus ponderosa,12,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,2,2,PIPO,Pinus ponderosa,10.8,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,2,3,PIPO,Pinus ponderosa,12.1,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,2,3,UNKN,Unknown species,5.4,3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,3,1,PIPO,Pinus ponderosa,4.3,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,3,1,PIPO,Pinus ponderosa,5.7,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,3,1,UNKN,Unknown species,17.9,4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,3,2,PIPO,Pinus ponderosa,3.7,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,3,2,PIPO,Pinus ponderosa,3.4,4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,3,3,PIPO,Pinus ponderosa,4.6,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,4,1,UNKN,Unknown species,3.6,3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,4,2,PIPO,Pinus ponderosa,3.1,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,4,2,UNKN,Unknown species,6.2,5
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,5,1,PICOL,Pinus contorta var. latifolia,5.1,4
